"http://ieeexplore.ieee.org/search/searchresult.jsp?download-format=download-csv&ar=5404231,6195575,5277864,7095873,5534903,6269449,6841440,6657288,6745376,6986997,5420763,5635053,6295979,5175137,7005941,6962215,5580591,5764067,6294369,5929072,6253092,5231228,5069374,6187961,5352806,6084883,5961161,7218385,5380620,5392994,4784780,5254050,6614359,6252449,6329221,5385103,4809082,6823529,6514419,7019417,6338458,4786442,5991998,6084088,7129976,6146886,7225395,6525973,5657049,6295047,5967289,6174693,5763524,6603893,7163279,6631648,7148442,4804456,7033940,5579382,7096180,7037546,6496464,5413056,6626239,7006046,6496437,5635649,5941956,5331785,7022747,5270338,6798926,7056943,6481194,6016379,5207895,7149025,7061882,5705765,7059678,6385293,6939285,6354861,6258458,5412278,6617409,5666152,6358965,6128279,6555333,6918242,4939139,5233320,6489745,5421480,6826007,6402811,5571420,6843465",2015/11/03 09:47:04
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Model for Digital Business Forensics","Ahn, Jungsoo; Sangjin Lee","","Computer Science and its Applications, 2009. CSA '09. 2nd International Conference on","20100701","2009","","","1","4","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/05404231.png"" border=""0"">","","978-1-4244-4945-3","","10.1109/CSA.2009.5404231","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5404231","","Companies;Digital forensics;Government;Information security;Intrusion detection;Law enforcement;Online services;Profitability;Protection;Web and internet services","","","","0","","17","","","10-12 Dec. 2009","","IEEE","IEEE Conference Publications"
"Memory-efficient pattern matching architectures using perfect hashing on graphic processing units","Cheng-Hung Lin; Chen-Hsiung Liu; Shih-Chieh Chang; Wing-Kai Hon","Nat. Taiwan Normal Univ., Taipei, Taiwan","INFOCOM, 2012 Proceedings IEEE","20120510","2012","","","1978","1986","Memory architectures have been widely adopted in network intrusion detection system for inspecting malicious packets due to their flexibility and scalability. Memory architectures match input streams against thousands of attack patterns by traversing the corresponding state transition table stored in commodity memories. With the increasing number of attack patterns, reducing memory requirement has become critical for memory architectures. In this paper, we propose a novel memory architecture using perfect hashing to condense state transition tables without hash collisions. The proposed memory architecture achieves up to 99.5% improvement in memory reduction compared to the traditional two-dimensional memory architecture. We have implemented our memory architectures on graphic processing units and tested using attack patterns from Snort V2.8 and input packets form DEFCON. The experimental results show that the proposed memory architectures outperform state-of-the-art memory architectures both on performance and memory efficiency.","0743-166X","978-1-4673-0773-4","","10.1109/INFCOM.2012.6195575","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6195575","deterministic finite automaton;pattern matching;perfect hashing","Automata;Educational institutions;Indexes;Memory management","computer network security;cryptography;graphics processing units;memory architecture","DEFCON;Snort V2.8;attack patterns;graphic processing units;input streams;malicious packet inspection;memory-efficient pattern matching architectures;network intrusion detection system;perfect hashing;state transition table;state transition tables","","2","","16","","","25-30 March 2012","","IEEE","IEEE Conference Publications"
"Intrusion Detection in IMS: Experiences with a Hellinger Distance-Based Flooding Detector","Hecht, C.; Reichl, P.; Berger, A.; Jung, O.; Gojmerac, I.","Univ. of Appl. Sci. Technikum, Vienna, Austria","Evolving Internet, 2009. INTERNET '09. First International Conference on","20091002","2009","","","65","70","With the imminent roll-out of the 3GPP IP Multimedia Subsystem (IMS), IMS-specific security threats and corresponding counter-mechanisms are gaining increasing attention. One of the most promising recent intrusion detection approaches dealing with unforeseen anomalies caused by flooding attacks is based on a specific metric for the distance between two empirical probability distributions, the so-called Hellinger distance. In this paper, we discuss the application of this concept for IMS networks as well as the resulting implementation of a flooding detector, and describe some practical experiences based utilizing different traffic generation tools. The results show that shorter analysis cycles and precise parameterization in general trigger higher detection rates.","","978-1-4244-4718-3","978-0-7695-3748-1","10.1109/INTERNET.2009.17","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5277864","Hellinger Distance;IMS Bench;IP Multimedia Subsystem;Intrusion Detection System;SIPp","Communication system security;Computer crime;Detectors;Floods;IP networks;Intrusion detection;Multimedia systems;Next generation networking;Protocols;Telecommunication traffic","IP networks;multimedia systems;probability;security of data","Hellinger distance-based flooding detector;IMS;IP multimedia subsystem;empirical probability distributions;intrusion detection systems;security threats;traffic generation tools","","2","","21","","","23-29 Aug. 2009","","IEEE","IEEE Conference Publications"
"Intrusion detection using keystroke dynamics & fuzzy logic membership functions","Sridhar, M.; Vaidya, S.; Yawalkar, P.","Inf. Technol., Don Bosco Inst. of Technol., Mumbai, India","Technologies for Sustainable Development (ICTSD), 2015 International Conference on","20150430","2015","","","1","10","If the password is compromised, either due it being weak or someone getting to know it through other means, the system cannot detect it. To overcome this problem, we propose a system whereby the system can detect whether the current user is the authorized user, a substitute user or an intruder pretending to be a valid user. Therefore the system checks the identity of the user by their behaviour pattern using keystrokes dynamics to authenticate user. A number of samples of login and password attempts of each user is gathered and stored in a database. From the samples collected, keystroke patterns are derived called feature sets and signatures are formed for each user using Fuzzy Logic algorithms. Once signatures are formed, users are authenticated by comparing their typing pattern to the respective signatures formed. We study the performance of such a system based on features like False Acceptance Rate (FAR) and False Rejection Rate (FRR), thus evaluating the efficiency of the system.","","","","10.1109/ICTSD.2015.7095873","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7095873","Keystroke dynamics;biometrics;computer security;continuous authentication system;continuous biometric authentication;feature selection;intrusion detection;user typing behaviour;user-independent threshold","Computers;Fuzzy logic;Intrusion detection;Mathematical model;Standards;Sustainable development;Timing","authorisation;fuzzy logic;fuzzy set theory;message authentication","FAR;FRR;false acceptance rate;false rejection rate;feature sets;fuzzy logic membership function;intrusion detection;keystroke dynamics;typing pattern;user authentication","","0","","6","","","4-6 Feb. 2015","","IEEE","IEEE Conference Publications"
"Gradual adaptation of security for sensor networks","Taddeo, A.V.; Micconi, L.; Ferrante, Alberto","Fac. of Inf., Univ. of Lugano, Lugano, Switzerland","World of Wireless Mobile and Multimedia Networks (WoWMoM), 2010 IEEE International Symposium on a","20100803","2010","","","1","9","Wireless sensor networks are composed of nodes with stringent constraints on resources. Some of this devices may have the possibility to recharge batteries (e.g., by means of solar panels); though, a reduced power consumption is anyway a key factor when recharge resources are not available (e.g., during the night for solar panels). In this paper we describe a method for security self-adaptation tailed for wireless sensor networks. This method allows devices to adapt security of applications gradually with the goal of guaranteeing the maximum possible level of security while satisfying power constraints. A case study, implemented on Sun SPOTs, is also presented to show how the method works in a real wireless sensor network.","","978-1-4244-7264-2","978-1-4244-7263-5","10.1109/WOWMOM.2010.5534903","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5534903","","Cryptography;Degradation;Energy consumption;Monitoring;Wireless sensor networks","","","","2","","15","","","14-17 June 2010","","IEEE","IEEE Conference Publications"
"Method to detect botnet based on network coordination","Zhifei Tian; Dan Liu","Res. Inst. of Electron. Sci. & Technol., Univ. of Electron. Sci. & Technol. of China, Chengdu, China","Software Engineering and Service Science (ICSESS), 2012 IEEE 3rd International Conference on","20120816","2012","","","236","239","A novel method to detect botnet based on network coordination is proposed. This paper constructs a coordinative detection model of botnet, by utilizing hybrid network structure and analyzing information of a large number of detection nodes. First, detect abnormal attack behavior of nodes. Then define the set of nodes with similar behavior and build a coordinative task. At last, detect botnet nodes by the coordinative task. The experiment in LAN indicates that the method can identify similar behavior in network, and then detect botnet nodes. The controllability of this model is good.","","978-1-4673-2007-8","","10.1109/ICSESS.2012.6269449","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6269449","botnet detection;model;network coordination;similarity","Monitoring","computer network security;local area networks;unsolicited e-mail","LAN;abnormal attack behavior detection;botnet detection;controllability;coordinative detection model;hybrid network structure;network coordination","","0","","12","","","22-24 June 2012","","IEEE","IEEE Conference Publications"
"A security model for wireless sensor networks","Marzi, H.; Marzi, A.","Dept. of Inf. Syst., St. Francis Xavier Univ., Antigonish, NS, Canada","Computational Intelligence and Virtual Environments for Measurement Systems and Applications (CIVEMSA), 2014 IEEE International Conference on","20140623","2014","","","64","69","Until recently use of sensors to collect sensitive parameters had only few risk factors such as sensor malfunction, uncertainty of data collection, or missing data coverage. Some issues in these categories were addressed by multi-sensor application or sensor fusion. However, advancement in technology and advent of wireless sensors in a networked environment, brought along a new risk factor related to the security in wireless sensor network. Therefore security in Wireless Sensor Network WSNs is challenging and critical to the functionality of the networked sensors. This is very important in cases of highly secure environment, especially in industrial, military, and medical domains. The standard WSN protocols focus on energy efficiency; transmission efficiency, and routing. WSN is known for limitations on hardware and software and for resources-constrained in general. An adaptive model of security that meets requirements and constraints in WSN is Intrusion Detections. This article investigates security in WSN and presents a design process for achieving optimum security based on requirements and constraints in WSNs. Further, comparative results between a proposed technique and other security current approaches are discussed.","","978-1-4799-2613-8","","10.1109/CIVEMSA.2014.6841440","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6841440","Security;client sensors;energy efficiency;path length;security level;server sensors;trust and reputation system;wireless sensor network","Accuracy;Peer-to-peer computing;Security;Sensor systems;Servers;Wireless sensor networks","energy conservation;optimisation;protocols;telecommunication security;wireless sensor networks","WSN protocols;data collection;data coverage;energy efficiency;intrusion detections;multisensor application;risk factor;security model;sensitive parameters;sensor fusion;sensor malfunction;transmission efficiency;wireless sensor networks","","1","","24","","","5-7 May 2014","","IEEE","IEEE Conference Publications"
"A Reference Model of Information Assurance & Security","Cherdantseva, Y.; Hilton, J.","Sch. of Comput. Sci. & Inf., Cardiff Univ., Cardiff, UK","Availability, Reliability and Security (ARES), 2013 Eighth International Conference on","20131107","2013","","","546","555","Information Assurance & Security (IAS) is a dynamic domain which changes continuously in response to the evolution of society, business needs and technology. This paper proposes a Reference Model of Information Assurance & Security (RMIAS), which endeavours to address the recent trends in the IAS evolution, namely diversification and deperimetrisation. The model incorporates four dimensions: Information System Security Life Cycle, Information Taxonomy, Security Goals and Security Countermeasures. In addition to the descriptive knowledge, the RMIAS embeds the methodological knowledge. A case study demonstrate show the RMIAS assists with the development and revision of an Information Security Policy Document.","","","","10.1109/ARES.2013.72","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6657288","Conceptual Model;Information Assurance;Information Security;Information Security Policy Development;Reference Model","Availability;Information security;Modeling;Sensitivity","information systems;security of data","IAS evolution;deperimetrisation;descriptive knowledge;diversification;dynamic domain;information security policy document;information system security life cycle;information taxonomy;reference model of information assurance & security;security countermeasures;security goals","","5","","46","","","2-6 Sept. 2013","","IEEE","IEEE Conference Publications"
"Performance Evaluation of PCA Filter In Clustered Based Intrusion Detection System","Shirbhate, S.V.; Sherekar, S.S.; Thakare, V.M.","","Electronic Systems, Signal Processing and Computing Technologies (ICESC), 2014 International Conference on","20140220","2014","","","217","221","The study, analysis and exploration of recent development of data mining applications such as classification and clustering is one of the needs for machine learning algorithms to be applied to large scale data will lead to acquire the direction of future research. It would be future demand in IDS for detecting the intrusions in mobile network. This paper presents the comparison of different clustering techniques. Also focus on the effect of Principal Component Analysis filter on these clustered based methods.The aim of this paper is to investigate the performance of different clustering methods for a set of large data. The algorithms are tested on intrusion detection data set. A fundamental review on the selected clustering techniques is presented for introduction purposes. The KDD data set is used for this purpose. Subsequently, clustering technique that has the potential to significantly improve the conventional methods will be suggested for the use in intrusion detection in mobile network data.","","","","10.1109/ICESC.2014.100","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6745376","Data Mining;Intrusion Detection;Machine learning;WEKA;clustering","Algorithm design and analysis;Classification algorithms;Clustering algorithms;Data mining;Filtering algorithms;Intrusion detection;Principal component analysis","data mining;learning (artificial intelligence);principal component analysis;security of data","KDD data set;PCA filter;clustered based intrusion detection system;clustering methods;data mining applications;machine learning algorithms;mobile network data;performance evaluation;principal component analysis filter","","0","","14","","","9-11 Jan. 2014","","IEEE","IEEE Conference Publications"
"An electrical grid and its SCADA under cyber attacks: Modelling versus a Hybrid Test Bed","Ciancamerla, E.; Fresilli, B.; Minichino, M.; Patriarca, T.; Iassinovski, S.","ENEA CR Casaccia, Rome, Italy","Security Technology (ICCST), 2014 International Carnahan Conference on","20141218","2014","","","1","6","There is an increasing concern over the cyber security of Critical Infrastructures (CI) due to the increasing ability of cyber attackers to cause even catastrophic failures. It is mainly due to the pervasiveness of ICT (Information and Communication Technologies) and to the consequent de isolation of SCADA (Supervision, Control and Data Acquisition) system, which represents the nervous system of most CIs. Cyber attacks could block the connection between SCADA Control Centre and its remote devices or insert fake commands and/or measurements in the equipment communications. With reference to an actual case study, constituted by a SCADA system controlling a portion of a medium voltage electrical grid and a corporate network, we investigate the use of modeling versus a hybrid test bed to conduct actual cyber attacks on SCADA and to analyze their consequences on SCADA and on the electrical grid. Modeling is in charge of predicting consequences of cyber attacks on SCADA and the electrical grid, while the test bed is in charge to reproduce cyber attacks and their propagation more realistically then modeling. The hybrid test bed is constituted by the coexistence of actual and simulated systems and devices of SCADA, corporate network and the electrical grid. The final hybrid test bed will include the most adequate models essentially to reproduce missing components such as the electrical grid and parts of corporate network and SCADA system.","","978-1-4799-3530-7","","10.1109/CCST.2014.6986997","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6986997","critical infrastructure protection;cyber attacks;electrical grid;interdependency analysis;scada","Circuit breakers;IP networks;Monitoring;Protocols;SCADA systems;Servers;Substations","SCADA systems;computer network security;critical infrastructures;power engineering computing;power grids","ICT pervasiveness;SCADA control centre;catastrophic failures;corporate network;critical infrastructures;cyber attackers;cyber attacks;cyber security;equipment communications;information and communication technologies;medium voltage electrical grid;nervous system;remote devices;supervision control and data acquisition","","0","","13","","","13-16 Oct. 2014","","IEEE","IEEE Conference Publications"
