"http://ieeexplore.ieee.org/search/searchresult.jsp?download-format=download-csv&ar=6910231,6921918,6549320,5636736,6449900,6377776,6211961,5432468,7207067,5478129,7110238,6133144,6848073,7266866,4976747,6699037,7059537,6492816,6215565,7275609,6076761,5547095,6084882,5385115,5978465,5368869,6735130,5722371,6086325,5169560,5176069,5486230,5384712,6863567,5345551,6861329,5606169,7000815,5502182,6061036,7140493,5598153,6786500,7036496,6753939,7207106,5471884,6006254,7107930,7065580,6059996,5466665,5871350,5462149,6681021,6300789,5360964,7176399,5364079,6750215,4897305,5333009,7083519,7208645,6705712,5644999,6836547,6261108,6142516,7016974,6321069,6337491,6266990,6542526,5949798,5211020,5478852,7052261,6451183,6496490,7178269,7065582,7014732,7219899,5636383,5566194,5474424,7090212,7027606,7237310,7224881,5680347,4769526,5997513,5282972,5702956,7038200,5283563,7083539,5439201",2015/11/03 10:20:12
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A LISP-Based Implementation of Follow Me Cloud","Ksentini, A.; Taleb, T.; Messaoudi, F.","Inst. de Rech. en Inf. et Syst. Aleatoires, Univ. of Rennes 1, Rennes, France","Access, IEEE","20141124","2014","2","","1340","1347","The follow me cloud (FMC) concept enables service mobility, wherein not only content/data, but also services follow their respective users. The FMC allows mobile users to be always connected via the optimal data anchor and mobility gateways to access their data and services from optimal data centers. The FMC was initially designed to support user mobility, particularly in 3rd Generation Partnership Project (3GPP) networks. In this paper, FMC is further tailored to support mobile users connected from other network types, such as public WiFi or Asymetric Digital Subscriber Line (ADSL) fixed networks. Indeed, this paper presents an implementation of FMC based on local/identifier separation protocol (LISP), whereby the main goal is to render FMC independent from the underlying technology. To simplify further the deployment, all FMC entities (including LISP entities) are virtualized considering the network function virtualization principle.","2169-3536","","","10.1109/ACCESS.2014.2360352","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6910231","Follow me cloud;LISP;QoS;network function virtualization (NFV);testbed","3G mobile communication;Cloud computing;Data centers;IEEE 802.11 Standards;Logic gates;Mobile communication;Mobile computing;Virtualization","cloud computing;digital subscriber lines;internetworking;mobile computing;protocols;virtualisation;wireless LAN","3GPP networks;3rd generation partnership project networks;ADSL;FMC;LISP entities;LISP-based implementation;asymmetric digital subscriber line;data access;fixed networks;follow me cloud concept;local-identifier separation protocol;mobile users;mobility gateways;network function virtualization principle;optimal data anchor;optimal data centers;public WiFi;service mobility;user mobility","","2","","27","","2014-09-25","2014","","IEEE","IEEE Journals & Magazines"
"An intelligent intrusion detection system using genetic based feature selection and Modified J48 decision tree classifier","Senthilnayaki, B.; Venkatalakshmi, K.; Kannan, A.","Dept. of IT, Univ. Coll. of Eng., Villupuram, India","Advanced Computing (ICoAC), 2013 Fifth International Conference on","20141016","2013","","","1","7","In this paper, intelligent algorithms for intrusion detection are proposed which detect the network attacks as normal or anomaly based attacks by performing effective preprocessing and classification. This system uses a new genetic algorithm approach for pre-processing and Modified J48 classification algorithm to identify the intended activities. The new genetic based feature selection algorithm proposed in this paper is helpful to identify the important features needed to classify the normal and anomaly records. The proposed intelligent IDS has been empirically tested in a simulated environment and the experimental results show that the proposed method provides higher detection accuracy than the existing methods in terms of detection rate with reduced false rate. The salient contributions of this paper are, the proposed a new processing technique for removing noisy data in the KDD cup'99 dataset, identification of the optimal features selection by applying modified genetic algorithm and finally the proposed of modified J48 decision tree algorithm for efficient classification for providing intelligent network intrusion detection.","","978-1-4799-3447-8","","10.1109/ICoAC.2013.6921918","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6921918","Genetic Based Feature Selection;Intelligent Agent;Intrusion Detection System;Modified J48","Algorithm design and analysis;Classification algorithms;Feature extraction;Genetics;Sociology;Statistics;Training","computer network security;decision trees;feature selection;genetic algorithms;pattern classification","KDD cup 99 dataset;anomaly based attacks;anomaly record classification;genetic based feature selection algorithm;intelligent IDS;intelligent intrusion detection algorithms;intelligent network intrusion detection system;modified J48 decision tree classifier;modified genetic algorithm;network attack detection;normal record classification;optimal feature selection","","0","","24","","","18-20 Dec. 2013","","IEEE","IEEE Conference Publications"
"Node reputed distributed control risk-aware mitigation of routing attacks","Aishwarya, K.; Jaganraj, A.","CSE Dept., Arulmigu Meenakshi Amman Coll. of Eng., Kanchipuram, India","Software Engineering and Mobile Application Modelling and Development (ICSEMA 2012), International Conference on","20130701","2012","","","1","8","The topological nature of MANET(Mobile Ad-hoc Network) itself demands high security due to its mobility movement, but designing a risk aware routing path for MANET is an complex task because of its Dynamic nature. In this proposal, designing an Dynamic routing path decider to find less risk aware routing path for effective communication. The efficiency of the through put and Routing failures can be further reduced by making Nodes of MANET to be more Knowledgeable, that is with more Metadata parameters. This paper introduce a class of metrics to measure the effective security offered in a wireless network as a function of the routing topology and the link security provided by the key assignment protocol. This joint protocol analysis allows a network analyst or an adversary to evaluate the vulnerability of network traffic and isolate weakly secured connections. Its show how an intelligent adversary can mount a node capture attack using vulnerability evaluation to focus the attack on the nodes which contribute maximally to the compromise of network traffic.","","","978-1-84919-736-6","10.1049/ic.2012.0152","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6549320","Keywords-Mobile Ad-hoc Network;Multilevel-data;Risk-aware;Routing attack","","computer network security;distributed control;meta data;mobile ad hoc networks;radio links;routing protocols;telecommunication network topology;telecommunication traffic","MANET;dynamic routing path decider;intelligent adversary;joint protocol analysis;key assignment protocol;link security;metadata parameters;mobility movement;network analyst;network traffic vulnerability evaluation;node capture attack;node reputed distributed control risk-aware mitigation;risk aware routing path;routing attacks;routing failures;routing topology;throughput failures;weakly secured connections;wireless network security","","0","","","","","19-21 Dec. 2012","","IET","IET Conference Publications"
"An intrusion detection method based on LLE and BVM","Li Yuancheng; Li Pan; Jiao Runhai","Sch. of Control & Comput. Eng., North China Electr. Power Univ., Beijing, China","Information Networking and Automation (ICINA), 2010 International Conference on","20101115","2010","2","","V2-264","V2-267","The popularity of using Internet brings some risks of network attacks. The technology of intrusion detection is an important component of network security. The traditional Intrusion Detection System (IDS) generally has the following disadvantages: the first one is that it could not detect the new type attacks even the variation of existed attacks; the second one is the detection time is so long that the real-time capability of the system is low. In this paper we proposed a new model based on LLE and BVM to solve the problems mentioned above. This model is different from traditional IDS, we use BVM classifier to differentiate the normal and abnormal attacks, and we added a pre-process module before the classifier. In the pre-process module, we use LLE to extract the main features of the intrusion data, which is the main part of the pre-process module, and then the principal components of the data are used as input of BVM classifier that differentiates the normal and abnormal actions. Applying this proposed system to KDDCUP99 data, experimental results clearly illustrates that this model has a remarkable performance in detecting both existed instruction and new ones.","","978-1-4244-8104-0","978-1-4244-8106-4","10.1109/ICINA.2010.5636736","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5636736","BVM;IDS;LLE;component;feature extraction","Databases;Probes","Internet;computer network security;pattern classification","BVM classifier;Internet;KDDCUP99 data;LLE;intrusion detection system;network attacks;network security","","0","","13","","","18-19 Oct. 2010","","IEEE","IEEE Conference Publications"
"Effect of change in rate of genetic algorithm operator on composition of signatures for misuse intrusion detection system","Goyal, M.K.; Aggarwal, A.; Neelam Jain","Dept. of Inf. Technol., Sharda Univ., Noida, India","Parallel Distributed and Grid Computing (PDGC), 2012 2nd IEEE International Conference on","20130207","2012","","","669","672","Intrusion detection (ID) has become an important area of research since building a system with no vulnerabilities has not been technically feasible. In this paper, effect of change in rate of genetic algorithm operator on fitness value in composition of signatures for misuse intrusion detection system is presented. The proposed genetic algorithm uses a set of classification rules which are generated from a predefined intrusion behavior. From the results it could be concluded that if crossover performed is not sufficient, there is not sufficient sharing of genes. If we crossover too much, good segments of individuals get split up a lot. This allows some individuals with high fitness's to be copied directly to the next population.","","978-1-4673-2922-4","","10.1109/PDGC.2012.6449900","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6449900","Genetic algorithm;data set;information assurance;misuse intrusion detection","Biological cells;IP networks;Protocols;Simple object access protocol;Sociology;Statistics;Wires","genetic algorithms;pattern classification;security of data","classification rules;crossover;fitness value;genetic algorithm operator;misuse intrusion detection system;predefined intrusion behavior","","0","","14","","","6-8 Dec. 2012","","IEEE","IEEE Conference Publications"
"Anomaly intrusion detection based upon data mining techniques and fuzzy logic","Yingbing Yu; Han Wu","Dept. of Comput. Sci. &amp; Inf. Technol., Austin Peay State Univ., Clarksville, TN, USA","Systems, Man, and Cybernetics (SMC), 2012 IEEE International Conference on","20121213","2012","","","514","517","Intrusion detection systems (IDSs) attempt to identify attacks by comparing new data to predefined signatures known to be malicious (misuse IDSs) or to a model of normal behavior (anomaly-based IDSs). Anomaly intrusion detection approaches have the advantage of detecting previously unknown or new attacks, but suffer from the possible high false alarms due to the problem of behavior drifting and the difficulty of building an adaptive model. In this paper, we propose a model based on the data mining technique - naïve Bayes classification to classify an input event (system call sequences generated from privileged processes) as “normal” or “anomalous” to detect system anomalous behavior. The independent frequency of each system call from a process collected under the normal conditions is the basis for the classifier. The ratio of the probability of a sequence from a process and the probability NOT from the process serves as the input of a fuzzy system for the classification. Experimental results in a data set consisting of both normal and intrusion traces show that the model can successfully detect most of intrusion traces with a very low false alarm rate.","","978-1-4673-1713-9","978-1-4673-1712-2","10.1109/ICSMC.2012.6377776","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6377776","Anomaly Intrusion Detection;Data Mining;Fuzzy Logic;Naïve Bayes Classifiers;Privileged Processes;System Calls","Data mining;Data models;Fuzzy logic;Hidden Markov models;Intrusion detection;Monitoring;Training data","data mining;fuzzy logic;pattern classification;probability;security of data","anomaly intrusion detection approach;anomaly-based IDS;data mining technique;false alarm rate;fuzzy logic;input event classification;intrusion trace;misuse IDS;naive Bayes classification;probability;system call sequence","","0","","13","","","14-17 Oct. 2012","","IEEE","IEEE Conference Publications"
"Extending the NetServ autonomic management capabilities using OpenFlow","Maccherani, E.; Femminella, M.; Lee, J.W.; Francescangeli, R.; Janak, J.; Reali, G.; Schulzrinne, H.","DIEI, Univ. of Perugia, Perugia, Italy","Network Operations and Management Symposium (NOMS), 2012 IEEE","20120607","2012","","","582","585","Autonomic management capabilities of the Future Internet can be provided through a recently proposed service architecture called NetServ. It consists of the interconnection of programmable nodes which enable dynamic deployment and execution of network and application services. This paper shows how this architecture can be further improved by introducing the OpenFlow architecture and implementing the OpenFlow controller as a NetServ service, thus improving both the NetServ management performance and its flexibility. These achievements are demonstrated experimentally on the GENI environment, showing the platform self-protecting capabilities in case of a SIP DoS attack.","1542-1201","978-1-4673-0267-8","978-1-4673-0268-5","10.1109/NOMS.2012.6211961","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6211961","GENI;NetServ;OpenFlow;autonomic management;dynamic deployment;programmable nodes","Computer architecture;Computer crime;IP networks;Intrusion detection;Payloads;Servers;Switches","Internet;computer network management;computer network performance evaluation;computer network security;signalling protocols","Future Internet;GENI environment;NetServ autonomic management capabilities;NetServ flexibility improvement;NetServ management performance improvement;OpenFlow architecture;OpenFlow controller;SIP DoS attack;application services;dynamic network deployment;dynamic network execution;programmable node interconnection;self-protecting capabilities;service architecture","","1","","10","","","16-20 April 2012","","IEEE","IEEE Conference Publications"
"A Survey on the Use of Traffic Traces to Battle Internet Threats","Estrada, V.C.; Nakao, A.","Univ. of Tokyo, Tokyo, Japan","Knowledge Discovery and Data Mining, 2010. WKDD '10. Third International Conference on","20100318","2010","","","601","604","Network security study has been developing methods for discovering anomalies and for recognizing malignant patterns for intrusion detection. On the other hand, network traffic study has been investigating methods for traffic classification mainly for traffic engineering. Intuitively, combining these two fields of study is expected to achieve an innovative solution for various issues in intrusion detection as well as in bots attack mitigation recently proliferating. To this end, we conduct a survey on the existing methods for applying traffic measurement to resolving network security issues and attempt to identify a list of challenges in classifying malicious traffic.","","978-1-4244-5397-9","978-1-4244-5398-6","10.1109/WKDD.2010.155","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5432468","Intrusion-detection;botnets;clustering;traffic-classification","Biomedical image processing;Biomedical imaging;Bone diseases;Humans;Image edge detection;Internet;Knee;Laboratories;Medical diagnostic imaging;Osteoarthritis","Internet;security of data;telecommunication traffic","Internet threats;intrusion detection;network security;network traffic;traffic classification;traffic engineering;traffic traces","","2","","30","","","9-10 Jan. 2010","","IEEE","IEEE Conference Publications"
"Fine-tuning of wave-pipelines on FPGAs developed by the RTL design","Sato, T.; Chivapreecha, S.; Moungnoul, P.","Comput. & Networking Center, Hirosaki Univ., Hirosaki, Japan","Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology (ECTI-CON), 2015 12th International Conference on","20150820","2015","","","1","6","A wave-pipeline is a design technique for achieving high-speed and low-power operations also in field-programmable gate arrays (FPGAs). It realizes pipeline operations by adjusting delay times. Implementation of fine-tuning of wave-pipelines is possible to further increase the throughput. However, in the FPGA, it is not able to be executed by the restriction on the structure. This paper proposes a fine-tuning method for the FPGA developed by the register-transfer level (RTL) design. Although the RTL design of the FPGA has various advantages, it is required for a high-speed design for a routing delay which is larger than that of a conventional FPGA. The method is timing adjustment using a connection block with the RTL design. Results of analysis of the connection block show that the seven stages of the delay adjustment are possible in the block. In addition, the block can be used for rough-tuning of delay times. It is the area of less than half of the logic block.","","","","10.1109/ECTICon.2015.7207067","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7207067","RTL design;connection block;delay times;field-programmable gate arrays (FPGA);fine-tuning;low-power design;wave-pipeline","Delays;Field programmable gate arrays;Routing;Switches;Throughput;Transistors;Tuning","field programmable gate arrays;integrated circuit design;logic design;pipeline processing","RTL design;delay time adjustment;field programmable gate arrays;high speed FPGA;low-power FPGA;pipeline operations;register transfer level design;wave pipeline fine tuning","","0","","13","","","24-27 June 2015","","IEEE","IEEE Conference Publications"
"Cluster ensemble for intrusion detection systems","Peng Zhou; Zhishu Li","Sch. of Comput. Sci., Sichuan Univ., Chengdu, China","Information Management and Engineering (ICIME), 2010 The 2nd IEEE International Conference on","20100603","2010","","","495","497","The paper introduces cluster ensemble for intrusion detection systems. Intrusion detection is a hard problem which is studied by many researchers and is a research hot pot. The idea is that we use cluster ensemble to decide which net-event is normal or unnormal. In this paper there are three works presented. First, we state a hard cluster ensemble method. Second, the model of cluster ensemble for IDS is illustrated in detail. Third, some UCI datasets and KDD99 dataset are chosen for the experiments, and the results show that cluster ensemble for IDS is better than any single algorithm or model.","","978-1-4244-5263-7","978-1-4244-5265-1","10.1109/ICIME.2010.5478129","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5478129","Intrusion Detection Systems;cluster ensemble","Clustering algorithms;Computer science;Data mining;Data privacy;Distributed computing;Educational institutions;Intrusion detection;Machine learning;Protection;Security","pattern clustering;security of data","IDS;KDD99 dataset;UCI datasets;cluster ensemble method;intrusion detection systems","","0","","12","","","16-18 April 2010","","IEEE","IEEE Conference Publications"
